Age,State,Posts,Views,Duration,Authors,AuthorExperience,DeletedPosts,Forum,AuthorBanned
3625,open,126,8117,1725,24,341,1,Discussion,not banned
3024,open,5,925,19,4,459,0,Science,not banned
3411,open,5,597,1,3,0,0,Math,not banned
1628,open,3,380,3,2,1105,0,Discussion,not banned
413,closed,163,3232,20,23,2013,1,Discussion,not banned
2586,open,32,1007,4,11,47,0,Science,not banned
887,open,22,921,4,9,38,0,Speculation,not banned
2330,open,25,1048,42,13,1002,0,Discussion,not banned
3775,open,3,721,0,3,226,0,Discussion,not banned
2609,open,11,1023,278,7,28,0,Medicine,not banned
1655,closed,6,478,0,5,14,0,Science,banned
354,closed,5,318,1,5,70,0,Discussion,not banned
1687,open,14,872,30,9,107,0,Science,not banned
3203,open,22,1690,2,5,364,0,Science,not banned
1408,open,7,1348,1,5,0,2,Homework,not banned
976,open,2,452,1,2,0,0,Science,not banned
676,open,4,222,0,3,0,0,Science,not banned
3825,open,3,1011,0,2,216,0,Medicine,not banned
127,open,7,253,0,4,75,0,Misc,not banned
1607,open,5,913,0,4,0,1,Science,not banned
945,open,2,305,1,2,0,0,Math,not banned
3453,open,5,533,0,3,294,0,Science,not banned
2246,open,6,708,3,5,924,0,Medicine,not banned
2191,open,8,1901,29,10,2344,3,Misc,not banned
2054,open,19,865,5,9,1807,0,Science,not banned
1118,open,6,1044,11,5,976,0,Discussion,not banned
2752,open,2,298,1,2,0,0,Science,not banned
2930,open,11,23193,16,7,482,0,Science,not banned
2254,open,7,1176,0,3,0,0,Homework,not banned
2863,open,2,310,0,2,362,0,Science,not banned
3040,open,4,769,6,4,184,0,Medicine,not banned
2319,open,4,599,1,3,1132,0,Science,not banned
3099,open,65,4763,207,12,60,1,Science,not banned
861,open,39,1668,4,8,808,0,Discussion,banned
3792,open,7,739,0,2,115,0,Science,not banned
1271,open,5,804,0,3,0,0,Science,not banned
1115,open,4,343,1,2,2,0,Science,not banned
397,open,9,325,1,5,5,0,Homework,not banned
3194,open,6,589,1,2,373,0,Math,not banned
3074,open,2,661,0,2,11,0,Homework,not banned
1480,open,2,377,0,2,226,0,Science,not banned
3535,open,6,1079,1,3,187,0,Math,not banned
1373,open,3,789,7,3,2444,0,Science,not banned
3423,open,11,839,0,6,0,0,Science,not banned
2687,open,45,2543,26,26,164,0,Science,not banned
3440,open,148,7051,10,22,42,0,Discussion,banned
1746,open,8,1321,308,7,1136,0,Science,not banned
3213,open,13,938,1,11,0,0,Medicine,not banned
332,open,6,313,2,3,1947,0,Science,not banned
1969,open,18,627,2,5,543,0,Speculation,not banned
1935,open,30,1375,5,13,1,2,Science,not banned
3396,open,3,497,0,4,26,1,Discussion,banned
1690,open,13,569,1,10,0,0,Speculation,banned
2144,open,20,1496,13,10,48,1,Science,not banned
3002,open,2,609,0,2,1286,0,Science,not banned
344,open,6,327,3,4,22,0,Misc,not banned
885,open,8,504,3,6,59,0,Math,not banned
2062,open,5,28,0,2,0,0,Misc,not banned
1891,open,8,848,2,5,0,0,Science,not banned
4346,open,7,876,444,3,5,0,Math,not banned
1714,closed,46,12382,15,21,2287,0,Misc,not banned
1724,open,16,904,3,6,2,0,Science,not banned
2941,open,8,323,1,5,103,0,Discussion,not banned
3415,open,8,935,53,5,548,0,Math,not banned
3085,open,12,1342,1,6,150,0,Science,not banned
801,open,2,569,60,2,1303,0,Science,not banned
3628,open,103,5271,21,19,96,1,Science,not banned
1743,open,2,503,0,2,669,0,Science,not banned
3237,open,11,1530,525,9,307,0,Medicine,not banned
1659,open,5,428,1,4,42,0,Speculation,not banned
3681,open,2,536,0,1,361,0,Medicine,not banned
3356,open,14,1509,6,7,49,0,Misc,not banned
933,open,39,1552,5,10,0,0,Discussion,not banned
1474,open,14,2743,5,7,168,0,Discussion,not banned
1791,open,3,7258,18,3,268,0,Medicine,banned
1683,open,7,1151,0,4,1089,0,Math,not banned
3245,open,16,1262,43,8,0,0,Science,not banned
3301,open,18,1557,159,11,4,0,Medicine,banned
588,open,36,1305,49,9,0,0,Science,not banned
3857,open,6,783,1,4,144,0,Science,not banned
2581,open,8,515,0,5,165,0,Homework,not banned
1027,open,2,3216,1,2,0,0,Science,not banned
4133,open,2,814,0,2,16,0,Science,banned
233,open,15,431,13,9,0,0,Science,not banned
1357,open,9,1666,19,5,81,0,Math,not banned
325,open,4,280,1,4,16,0,Misc,not banned
2360,open,22,6478,6,11,1528,0,Discussion,not banned
199,open,75,1070,4,13,3,0,Speculation,not banned
1166,open,3,368,0,3,1641,0,Science,not banned
507,closed,21,412,6,5,194,0,Speculation,not banned
754,open,6,4122,3,6,0,0,Homework,not banned
3276,open,2,522,0,2,26,0,Science,not banned
3312,open,19,554,39,15,232,2,Misc,not banned
1866,open,2,354,0,2,1460,0,Science,not banned
1462,open,26,6238,28,15,2288,0,Discussion,not banned
3620,open,2,862,0,2,346,0,Medicine,not banned
3020,open,7,1014,3,5,224,0,Misc,not banned
2270,open,11,1247,4,7,0,0,Discussion,not banned
2108,open,54,2621,74,12,0,0,Speculation,not banned
908,open,5,4699,31,5,463,0,Science,not banned
3844,open,21,1551,41,12,75,0,Science,not banned
2107,open,13,536,10,5,0,0,Discussion,not banned
803,open,7,379,1,5,143,0,Speculation,banned
2726,open,2,360,0,2,600,0,Discussion,not banned
1323,open,6,932,0,4,50,0,Science,not banned
448,open,2,282,0,2,0,0,Science,not banned
3436,open,18,1072,1,5,12,0,Misc,not banned
369,open,6,454,3,6,0,0,Science,not banned
2210,open,2,374,0,2,0,0,Homework,not banned
3353,open,3,447,20,2,1,0,Science,not banned
530,open,3,2279,1,3,0,0,Homework,not banned
3836,open,10,771,1,3,97,0,Science,not banned
1405,open,3,629,3,2,1921,0,Science,not banned
3153,open,8,549,6,6,514,0,Science,not banned
1561,open,6,460,5,2,974,0,Homework,not banned
2205,open,5,515,9,5,3,0,Science,not banned
3735,open,2,11,0,2,146,0,Misc,not banned
2631,open,3,370,1,3,0,0,Science,not banned
2426,open,4,2705,0,2,0,0,Science,not banned
1087,open,2,664,6,2,0,0,Medicine,not banned
3944,open,19,1879,2,9,0,0,Homework,not banned
1984,open,29,1577,100,14,9,0,Science,not banned
3480,open,3,493,0,3,426,0,Math,not banned
2098,open,7,488,0,5,1931,1,Science,not banned
993,open,2,868,0,2,0,0,Misc,not banned
3795,open,18,717,1,9,9,0,Discussion,not banned
2301,open,14,641,3,4,743,0,Speculation,not banned
2911,open,9,310,0,5,839,0,Discussion,not banned
3710,open,2,834,137,2,375,0,Medicine,not banned
1697,open,29,2795,2,5,308,0,Math,not banned
1249,open,3,673,7,3,26,0,Science,not banned
2576,open,20,2358,104,6,103,2,Science,not banned
3489,open,10,546,6,7,261,0,Discussion,not banned
2041,closed,5,13,1,4,8,0,Misc,not banned
3343,closed,21,1847,5,16,145,0,Misc,not banned
79,open,97,1532,49,20,0,0,Discussion,not banned
3749,open,17,1582,5,9,0,0,Medicine,not banned
2087,open,15,1977,13,9,70,1,Science,not banned
3669,open,19,1146,19,12,26,0,Speculation,not banned
2972,open,150,7680,61,12,3,1,Speculation,banned
3293,open,2,484,0,2,32,0,Science,not banned
2161,open,4,573,1,3,883,1,Science,not banned
3415,open,4,407,0,2,16,0,Science,banned
1716,open,9,865,9,6,80,0,Science,not banned
1281,open,4,4900,1,5,0,1,Homework,not banned
2429,open,9,512,8,5,1459,0,Discussion,not banned
2734,open,6,594,1,4,227,0,Homework,not banned
2637,open,57,2340,5,17,887,1,Discussion,not banned
3619,open,30,21376,1918,14,15,0,Science,not banned
2208,open,7,585,7,6,1328,0,Science,not banned
982,open,4,474,0,4,3031,0,Science,not banned
3625,open,9,599,0,6,54,1,Science,not banned
1051,open,23,1027,3,13,372,0,Discussion,not banned
3299,open,12,1295,1878,7,228,0,Speculation,not banned
1134,open,2,692,0,2,0,0,Homework,not banned
2102,open,15,1810,4,4,0,0,Science,not banned
2509,open,11,1863,263,8,0,0,Science,not banned
1976,open,20,1023,14,14,216,0,Discussion,not banned
1487,open,6,1219,2,4,16,0,Science,banned
3222,open,6,486,0,3,2,0,Science,not banned
2274,open,2,579,0,2,0,0,Homework,not banned
4444,open,22,2070,50,7,4,0,Science,not banned
153,open,7,288,17,3,853,0,Misc,not banned
615,open,21,2155,54,14,5,0,Discussion,not banned
3345,open,28,1488,10,10,363,0,Science,not banned
2088,open,2,358,0,2,0,0,Homework,not banned
3561,closed,80,2720,257,31,102,1,Misc,not banned
2534,open,5,431,1,4,121,0,Science,not banned
2092,open,35,2244,10,12,62,0,Math,not banned
2671,open,4,4741,2,6,499,2,Medicine,not banned
1703,open,3,456,3,2,24,0,Science,not banned
2031,open,8,843,8,2,178,0,Science,banned
2117,open,8,721,3,5,0,0,Misc,not banned
1266,open,21,1586,8,9,1860,0,Discussion,not banned
1072,open,7,7713,99,7,0,1,Homework,not banned
960,open,3,703,96,4,0,1,Misc,not banned
735,open,19,576,61,6,738,0,Speculation,not banned
233,open,8,534,115,5,195,0,Medicine,not banned
4080,open,11,1394,3,2,24,0,Math,not banned
2336,open,4,1143,8,3,5,0,Science,not banned
1512,open,3,889,0,3,0,0,Science,not banned
2760,open,7,685,0,4,1333,0,Science,not banned
1991,open,6,453,12,7,0,2,Discussion,not banned
3948,open,28,1804,6,9,81,0,Science,not banned
931,open,3,515,10,2,17,0,Science,not banned
2144,open,4,554,1,4,0,0,Science,not banned
944,open,6,2346,50,6,1457,0,Medicine,not banned
3812,open,26,3859,328,21,737,1,Misc,not banned
3469,open,16,653,2,8,2,0,Discussion,not banned
1544,open,4,528,3,2,0,0,Science,not banned
1774,open,11,521,2,5,1770,0,Discussion,not banned
3212,open,23,605,1,6,280,0,Discussion,not banned
245,open,5,223,4,4,4,0,Science,not banned
4263,closed,36,2268,244,11,0,0,Math,not banned
1539,open,6,499,3,5,54,0,Discussion,not banned
1876,open,5,1001,6,4,26,0,Science,not banned
1081,open,18,828,5,6,0,2,Medicine,not banned
769,open,3,258,5,3,25,0,Science,not banned
1285,open,2,374,0,2,0,0,Science,not banned
3144,open,14,684,7,6,651,0,Science,not banned
2564,open,3,464,0,3,864,0,Science,not banned
2443,open,2,619,1,2,0,0,Science,not banned
3593,open,4,623,0,2,161,0,Medicine,not banned
1233,open,5,531,1,3,0,2,Science,not banned
959,open,8,677,7,7,3054,0,Discussion,not banned
2142,open,102,2132,38,15,690,0,Speculation,not banned
2410,open,5,793,0,4,397,0,Science,not banned
1394,open,3,911,0,3,0,0,Math,not banned
1007,open,4,386,1,3,0,0,Math,not banned
1528,open,2,320,0,2,2222,0,Discussion,not banned
4250,open,112,10540,2388,40,2,1,Science,not banned
1150,open,5,416,4,4,10,0,Science,banned
4329,open,8,1007,165,5,0,0,Math,not banned
2910,open,6,522,1,4,338,0,Discussion,not banned
3501,open,69,87287,1879,40,244,1,Medicine,not banned
659,open,8,7470,16,5,0,0,Medicine,not banned
3294,open,9,830,1,5,147,0,Science,not banned
3548,open,18,704,3,5,302,0,Science,not banned
429,open,2,477,12,2,12,0,Science,not banned
1904,open,2,841,0,2,0,0,Science,not banned
3136,open,7,431,1,4,770,0,Discussion,not banned
2507,open,5,436,1,4,385,0,Discussion,not banned
2925,open,2,265,0,2,254,0,Speculation,not banned
323,open,2,257,0,2,0,0,Homework,not banned
3672,open,4,460,1,3,82,0,Discussion,not banned
3271,open,4,351,1,3,141,0,Discussion,not banned
2458,open,14,930,3,5,1199,0,Science,not banned
3361,open,4,1327,0,4,0,0,Medicine,not banned
668,open,4,328,5,2,390,0,Science,not banned
4253,open,28,3159,467,19,1,0,Homework,not banned
1066,open,16,1421,22,4,193,0,Science,not banned
2762,open,6,470,7,4,0,0,Science,not banned
910,open,3,499,0,3,3103,0,Speculation,not banned
4122,open,15,542,13,8,153,0,Discussion,not banned
1363,open,4,571,2,3,89,0,Homework,not banned
2774,open,2,594,0,2,0,0,Medicine,not banned
1385,open,7,1738,1,7,7,0,Medicine,not banned
3378,open,11,608,4,2,344,0,Science,not banned
1842,open,2,286,0,2,5,0,Science,not banned
761,open,69,5914,21,20,0,2,Science,not banned
3840,open,3,522,1,2,21,0,Science,not banned
3871,open,10,1140,1,6,92,0,Science,not banned
2751,open,14,5484,25,5,1278,0,Math,not banned
1346,open,3,1635,2,3,329,0,Medicine,not banned
3516,open,14,880,6,8,85,0,Science,not banned
2690,open,26,5633,1,12,1060,0,Discussion,not banned
692,open,2,213,0,2,0,0,Homework,not banned
2547,open,3,448,0,2,60,0,Homework,not banned
2326,open,4,626,0,4,879,0,Discussion,not banned
2121,open,7,535,14,6,7,0,Science,not banned
689,open,26,4112,455,12,1013,0,Science,not banned
1032,open,6,631,1,3,1,0,Science,not banned
1913,open,19,10839,1515,10,0,0,Science,not banned
2961,open,21,2496,48,10,706,0,Misc,not banned
2957,open,8,632,10,6,373,0,Science,not banned
3996,open,14,851,0,7,0,0,Science,not banned
2826,open,6,654,3,2,0,0,Homework,not banned
4131,open,9,854,2,7,123,0,Science,not banned
2885,open,6,528,0,3,885,0,Science,not banned
1854,open,10,1220,2,6,845,0,Discussion,banned
2275,open,3,587,1,3,0,0,Homework,not banned
2774,open,2,475,14,2,22,0,Science,not banned
651,open,7,485,7,6,0,0,Science,not banned
3603,open,5,893,1,3,202,0,Medicine,not banned
2375,open,7,533,1,4,113,0,Science,not banned
2359,closed,11,1596,2,7,595,0,Misc,banned
1040,open,15,640,11,3,1763,0,Discussion,not banned
3287,open,18,581,5,7,1,0,Discussion,banned
2093,open,2,319,0,2,0,0,Science,not banned
1649,open,2,28,0,2,0,0,Misc,not banned
1028,open,70,3625,12,19,0,0,Speculation,not banned
2164,open,11,1004,66,12,1372,5,Misc,not banned
504,open,4,322,1,4,4,0,Science,not banned
3958,open,13,1610,68,8,5,0,Math,not banned
3230,open,3,2428,62,3,130,0,Misc,not banned
897,open,12,1637,2,4,0,0,Misc,not banned
3640,open,5,406,0,4,525,0,Discussion,not banned
2363,open,10,694,19,5,519,1,Math,not banned
1130,open,30,8948,7,7,3,0,Homework,not banned
1173,open,12,1414,33,10,258,1,Discussion,banned
2599,open,2,446,5,2,1,0,Math,not banned
1670,open,13,1782,955,13,0,1,Misc,not banned
2148,open,13,1464,4,4,27,0,Science,not banned
318,open,3,204,0,3,121,0,Speculation,not banned
1601,open,3,1589,1,3,0,0,Science,not banned
2736,open,6,3203,68,5,174,0,Science,not banned
2344,open,17,2990,51,5,3,1,Science,not banned
1384,open,2,682,0,2,0,0,Homework,not banned
2293,open,137,6111,226,17,0,0,Speculation,not banned
1946,open,8,422,1,5,220,0,Science,not banned
1108,open,116,4431,308,17,1,1,Speculation,not banned
3113,open,3,565,0,3,219,0,Math,not banned
2090,open,7,2787,2,6,0,0,Homework,not banned
890,open,14,747,5,6,44,0,Misc,banned
1975,open,11,588,2,5,4,1,Science,not banned
2942,open,9,1323,2706,3,506,0,Misc,not banned
2285,open,5,502,0,2,0,0,Science,not banned
1050,open,38,1399,7,11,17,0,Discussion,banned
3407,open,3,380,1,2,309,0,Science,not banned
3339,open,16,744,9,6,109,0,Science,not banned
3250,open,19,1414,52,14,93,0,Medicine,not banned
3169,open,9,543,27,8,2,0,Science,not banned
3176,open,4,590,31,3,504,0,Misc,not banned
239,open,15,997,83,7,0,0,Medicine,not banned
3607,open,161,6875,12,19,2,2,Medicine,not banned
2079,closed,5,400,4,4,2,0,Discussion,not banned
1627,closed,32,3519,201,11,0,0,Science,not banned
2285,open,5,973,1,2,0,0,Medicine,not banned
2813,open,3,684,0,3,1,0,Math,not banned
2501,open,3,478,2,3,1360,0,Science,not banned
317,open,2,193,0,2,0,0,Science,not banned
2797,open,2,402,0,2,756,0,Homework,not banned
2478,open,4,389,0,4,242,0,Science,not banned
389,open,18,346,2,6,1084,0,Speculation,not banned
930,open,11,889,13,5,5,0,Science,not banned
3110,open,27,15137,3091,17,2,0,Science,not banned
684,open,12,376,4,4,0,1,Speculation,not banned
1203,open,25,1783,48,9,939,0,Science,not banned
1837,open,8,812,3,5,0,0,Science,banned
2788,open,5,446,0,3,291,0,Homework,not banned
3656,open,18,1087,3,10,16,0,Science,not banned
3677,open,26,898,1,7,84,0,Discussion,not banned
2398,open,12,2159,15,10,100,0,Science,not banned
3800,open,16,548,0,6,102,0,Discussion,not banned
3064,open,12,1129,11,6,922,0,Science,not banned
1992,open,11,884,2,5,1383,0,Math,not banned
3746,open,6,1023,10,4,6,0,Math,not banned
1471,open,2,2279,335,1,1332,0,Science,not banned
3519,open,24,1852,371,15,360,0,Science,not banned
1021,closed,147,6751,510,28,23,1,Speculation,banned
3951,open,3,501,3,2,199,0,Discussion,not banned
2829,open,5,679,22,5,12,0,Medicine,not banned
3431,open,7,535,1,7,0,0,Science,not banned
2637,open,2,883,0,2,1376,0,Science,not banned
4386,open,6,992,35,2,164,0,Discussion,not banned
2283,open,9,1314,0,5,1032,0,Science,not banned
1087,open,2,206,0,2,6,0,Science,not banned
1506,open,3,881,21,3,0,0,Science,not banned
1158,open,18,2698,4,6,0,0,Science,not banned
1970,open,5,549,8,5,309,0,Science,not banned
2744,open,24,10768,3,12,0,0,Math,not banned
1926,open,51,4236,191,10,10,0,Science,not banned
785,open,23,779,6,8,363,0,Science,not banned
4137,open,31,1432,9,11,4,0,Discussion,not banned
4174,open,7,715,11,4,6,0,Discussion,not banned
1505,open,2,685,1,2,3,0,Math,not banned
2893,open,2,331,2,2,292,0,Discussion,not banned
1386,open,18,1205,7,7,178,0,Discussion,not banned
2610,open,2,460,9,2,272,0,Math,not banned
1036,open,2,214,0,2,122,0,Homework,not banned
3473,open,4,414,1,3,277,0,Discussion,not banned
1790,open,4,690,1,6,88,2,Misc,not banned
2313,open,27,1125,9,9,15,0,Speculation,not banned
388,open,7,509,4,6,0,0,Discussion,banned
1484,open,5,690,6,5,282,1,Science,not banned
3222,open,7,1036,1,2,7,0,Math,not banned
1726,open,4,604,2,4,1982,1,Medicine,not banned
1115,open,14,1812,3,4,0,0,Misc,not banned
2312,open,37,12296,66,16,98,1,Science,not banned
1008,open,16,618,7,8,1292,0,Discussion,not banned
2730,open,16,640,2,10,487,0,Discussion,not banned
3130,open,9,591,1,4,0,0,Discussion,not banned
2143,open,9,749,3,6,629,1,Science,not banned
4064,open,6,831,589,5,21,0,Science,not banned
677,open,4,549,3,4,30,0,Math,not banned
4539,open,15,1012,967,13,7,0,Discussion,not banned
1338,open,12,3089,10,7,7,1,Science,not banned
1684,open,4,476,1,3,0,0,Science,not banned
1272,open,12,991,133,2,0,0,Science,not banned
2875,open,2,292,1,2,25,0,Science,not banned
705,open,42,1173,26,10,1,0,Science,not banned
1964,open,9,843,2,4,103,0,Science,not banned
2968,open,4,523,0,2,777,0,Discussion,not banned
1388,open,23,3578,138,8,50,0,Science,not banned
3581,open,4,427,1,3,420,0,Science,not banned
2963,open,206,18983,2930,73,1050,2,Science,not banned
2192,open,4,2229,13,4,0,0,Misc,not banned
1749,open,5,553,15,3,51,0,Science,not banned
2410,open,7,715,1,4,0,0,Homework,not banned
3054,open,3,283,0,3,272,0,Discussion,not banned
469,open,3,626,43,2,0,0,Science,not banned
1279,open,8,1190,24,7,10,0,Discussion,not banned
1557,open,35,5005,280,16,69,1,Medicine,not banned
2229,open,2,302,0,2,28,0,Science,not banned
2341,open,5,498,0,4,0,0,Science,banned
834,open,6,464,0,4,1445,0,Discussion,not banned
3144,open,4,356,0,4,27,0,Speculation,not banned
3256,open,2,542,2,2,2,0,Homework,not banned
1056,open,3,437,0,3,26,0,Science,not banned
3966,closed,5,428,0,3,35,0,Discussion,not banned
3159,open,8,580,3,2,163,0,Discussion,banned
1953,open,22,1813,9,9,978,0,Science,not banned
1992,closed,4,441,0,4,10,0,Speculation,banned
2641,open,3,441,0,3,210,0,Science,not banned
1638,open,5,829,0,2,1532,0,Science,not banned
852,open,6,773,4,4,301,0,Discussion,not banned
840,open,5,473,6,4,1658,0,Discussion,not banned
640,open,9,531,57,7,779,0,Science,not banned
1922,open,5,1501,1,2,55,0,Science,banned
3616,open,15,961,3,5,188,0,Science,not banned
2576,open,5,410,19,5,3,1,Homework,not banned
611,open,18,3869,129,12,1790,1,Discussion,not banned
2620,open,4,707,109,3,0,0,Science,not banned
423,open,13,869,1,8,0,1,Misc,not banned
1109,open,5,975,1,3,1,0,Misc,not banned
3036,open,2,1081,5,2,403,0,Science,not banned
3941,open,5,828,1,2,88,0,Science,not banned
3106,open,4,405,2,4,64,0,Discussion,not banned
1477,open,24,1814,7,12,2234,0,Science,not banned
4255,open,2,761,0,2,280,0,Science,not banned
2421,open,7,795,9,6,0,0,Science,banned
3302,open,8,395,5,6,242,0,Discussion,not banned
944,open,2,583,0,2,0,0,Homework,not banned
190,open,17,465,13,5,354,0,Science,banned
858,open,14,2124,4,5,1513,0,Science,not banned
3423,open,10,2372,2,9,0,0,Science,not banned
2101,open,2,456,1,2,367,0,Science,not banned
3226,open,189,18409,815,64,10,2,Discussion,not banned
486,open,21,910,5,7,20,0,Science,not banned
14,open,62,874,13,9,0,0,Science,not banned
3347,open,15,832,7,11,377,0,Science,not banned
206,closed,8,285,1,4,0,0,Science,not banned
3621,open,11,894,1,6,2,0,Science,not banned
2384,open,7,535,4,4,304,0,Discussion,not banned
2140,open,10,642,30,8,986,0,Science,not banned
1255,open,2,688,0,2,1243,0,Discussion,not banned
492,open,2,35,0,2,11,0,Science,not banned
966,open,7,447,1,7,0,0,Speculation,not banned
3967,open,7,582,0,4,22,0,Science,not banned
2810,open,13,822,4,7,1191,0,Discussion,not banned
510,open,2,293,0,2,115,0,Science,not banned
941,open,4,362,3,4,0,1,Homework,not banned
2681,open,192,6638,35,26,863,0,Discussion,not banned
3531,open,16,777,11,4,0,0,Science,not banned
4477,open,13,820,5,5,72,0,Discussion,not banned
500,closed,3,368,0,2,0,0,Misc,not banned
3524,open,16,804,3,5,21,0,Science,not banned
1633,open,3,509,5,3,0,0,Science,not banned
3685,open,9,144,35,6,850,0,Misc,not banned
569,open,33,1057,15,8,41,0,Discussion,not banned
2224,open,4,406,1,3,0,0,Homework,not banned
1198,open,2,381,1,2,0,0,Science,not banned
3325,open,6,735,9,5,0,0,Science,not banned
1832,open,5,690,26,3,7,0,Science,not banned
2294,open,5,581,1,4,46,0,Science,not banned
3326,open,5,435,22,3,218,0,Discussion,not banned
1720,open,3,348,0,3,12,0,Science,not banned
78,open,3,228,1,3,0,0,Misc,not banned
3252,open,8,463,0,6,73,0,Science,not banned
1209,open,19,1576,24,9,322,1,Science,not banned
1624,open,2,1161,1,2,253,0,Homework,not banned
3242,open,15,227,1,6,8,0,Discussion,banned
3389,open,21,372,2,7,428,0,Misc,not banned
482,open,3,176,0,3,56,0,Speculation,banned
517,open,3,282,1,3,108,0,Science,not banned
3653,open,13,1822,4,5,33,0,Science,not banned
4476,open,13,1306,41,6,70,0,Science,banned
525,open,9,375,1,7,100,0,Science,not banned
1380,open,10,1285,18,8,335,0,Science,not banned
1114,closed,104,4011,115,15,0,1,Speculation,not banned
3357,open,20,1272,32,8,349,0,Science,not banned
3487,open,30,29368,12,9,1,0,Math,not banned
3506,open,4,225,1,4,7,0,Misc,not banned
3833,open,15,1191,5,6,258,0,Speculation,not banned
218,open,6,278,110,6,124,0,Math,not banned
1023,open,4,477,2,2,123,0,Math,not banned
2746,open,6,409,0,4,82,0,Science,not banned
1951,closed,12,589,0,5,26,0,Science,banned
755,open,4,361,5,3,60,0,Science,not banned
3339,open,6,509,3,5,571,0,Science,not banned
3209,open,3,717,1,3,338,0,Math,not banned
1172,open,19,1649,6,5,7,0,Science,not banned
1608,open,62,2559,8,8,19,0,Speculation,not banned
559,open,2,320,55,2,0,0,Misc,not banned
3242,open,2,228,0,2,0,0,Misc,not banned
132,closed,29,297,2,6,595,0,Speculation,not banned
2003,open,2,1021,0,2,617,0,Science,not banned
224,open,2,214,0,2,0,0,Science,banned
2221,open,6,612,0,4,1596,0,Science,not banned
2419,open,2,557,10,2,0,0,Science,not banned
3262,open,34,749,38,17,555,0,Misc,not banned
184,closed,13,368,35,11,49,1,Discussion,not banned
3372,open,8,740,137,5,0,0,Science,not banned
2751,open,4,565,0,4,141,0,Science,not banned
3352,open,16,1180,2,9,208,0,Misc,not banned
3686,open,19,1177,24,1,849,0,Misc,not banned
2471,open,43,2407,213,18,0,0,Science,not banned
3590,open,9,427,11,6,312,0,Discussion,not banned
799,open,26,3856,8,13,1699,0,Discussion,not banned
1397,open,2,631,0,2,518,0,Science,not banned
26,open,127,2037,24,19,1820,0,Science,not banned
1515,open,7,867,7,5,115,0,Science,not banned
3543,open,15,1135,13,11,423,1,Medicine,not banned
3403,open,12,696,0,8,267,0,Science,not banned
903,open,2,500,1,2,8,0,Science,not banned
56,open,41,965,37,12,1405,0,Science,not banned
289,closed,79,1571,12,13,161,0,Discussion,not banned
3686,open,7,1238,5,5,356,0,Science,not banned
3241,open,9,550,3,6,0,0,Science,not banned
636,open,3,265,3,3,0,0,Misc,not banned
2900,open,5,479,30,2,322,0,Science,banned
3166,open,12,1025,0,8,119,0,Science,not banned
3352,open,112,6218,408,13,227,1,Speculation,not banned
821,open,3,1257,23,3,23,0,Science,not banned
100,open,22,502,5,11,901,0,Discussion,not banned
3765,closed,34,1609,2,7,85,0,Science,not banned
346,open,2,267,0,2,451,0,Misc,not banned
121,open,23,740,60,9,3767,0,Discussion,not banned
1318,open,2,615,30,2,147,0,Science,not banned
1849,open,2,250,0,2,317,0,Discussion,not banned
1329,open,9,1563,30,6,80,0,Medicine,not banned
1790,open,6,470,2,4,180,0,Science,not banned
4109,open,6,636,1,4,41,0,Science,not banned
3781,open,14,786,2,11,220,0,Discussion,not banned
609,open,3,313,4,2,0,0,Science,not banned
487,closed,2,264,1,2,0,0,Science,not banned
3062,open,20,1610,57,6,799,0,Science,not banned
3166,open,6,512,9,6,310,0,Science,not banned
3190,open,31,1861,99,14,1,0,Science,not banned
769,open,3,618,84,3,0,0,Math,not banned
1592,open,14,1002,49,5,2158,0,Discussion,not banned
3549,open,20,1265,305,19,899,1,Misc,not banned
3989,open,4,548,0,4,560,0,Discussion,not banned
2157,open,14,638,63,7,1593,0,Discussion,not banned
1662,closed,2,216,0,2,0,0,Discussion,not banned
2215,open,5,431,4,3,97,0,Science,not banned
1730,open,4,1517,1,2,1640,0,Science,not banned
3345,open,4,654,4,2,0,0,Math,not banned
1472,open,16,6180,65,13,19,0,Science,not banned
2960,open,4,618,1,4,554,0,Math,not banned
1917,open,4,789,1,3,1791,0,Science,not banned
839,open,4,448,3,3,0,0,Science,not banned
556,open,14,749,4,6,0,0,Science,not banned
1142,open,7,641,5,3,400,0,Misc,not banned
3154,open,5,1075,0,4,0,0,Science,not banned
2834,open,2,417,2,2,0,0,Science,not banned
1189,open,15,1093,2,4,517,0,Math,not banned
1225,open,26,2520,39,13,0,0,Science,not banned
2737,open,32,1417,5,12,7,0,Science,not banned
2269,open,9,604,2,7,0,0,Science,not banned
1465,open,2,433,0,2,7,0,Science,not banned
3502,open,24,710,5,14,93,0,Misc,not banned
830,open,2,318,5,2,0,0,Science,not banned
2420,open,64,2110,16,15,431,0,Discussion,not banned
3268,open,8,1069,27,7,0,0,Science,not banned
2479,open,12,1256,3,5,0,0,Homework,not banned
843,open,5,679,26,4,0,0,Science,not banned
3221,open,60,1078,17,13,502,0,Misc,banned
4333,open,9,1169,1,2,217,0,Science,not banned
3329,open,2,397,0,3,41,1,Science,not banned
3055,open,7,640,43,6,28,0,Science,not banned
2648,open,8,846,15,6,896,0,Science,not banned
2320,open,2,9540,0,2,1006,0,Math,not banned
720,open,12,430,3,5,949,0,Discussion,banned
1115,open,2,1110,4,2,515,0,Homework,not banned
2063,open,4,585,0,4,0,0,Science,not banned
2108,open,8,432,1,6,1559,0,Discussion,not banned
