LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
5516114008,HOFFMAN SAVOCA ACCOUNTING SERV,BETHEL PARK,PA,15102,CITIZENS BANK NATL ASSOC,RI,541211,2002-07-09,2002,84,3,1,0,3,1,1,Y,N,NA,2002-08-31,96994,0,P I F,0,35000,17500
1119144004,"UNDER THE SUN ENTERPRISES, INC",SAGINAW,MI,48602,INDEPENDENT BANK,MI,NA,1997-04-11,1997,84,5,2,0,0,1,0,N,Y,NA,1997-05-31,70000,0,P I F,0,70000,56000
5619063002,ABC MORTGAGE CO.,STANTON,CA,90680,PACIFIC WESTERN BANK,CA,NA,1993-04-01,1993,300,4,1,0,0,1,0,N,N,NA,1993-04-30,198000,0,P I F,0,198000,168300
2493555010,The Electronic Jungle Corporat,PLANO,TX,75024,JPMORGAN CHASE BANK NATL ASSOC,IL,335999,2007-06-04,2007,36,1,1,0,1,0,1,Y,N,2011-08-01,2007-06-30,68287,0,CHGOFF,22444,25000,12500
3551993003,"HPI PRODUCTS CO., INC.",ST. JOSEPH,MO,64501,"MO-KAN DEVELOPMENT, INC.",MO,422690,1989-10-12,1990,240,100,1,40,60,1,0,N,N,NA,1991-04-17,604000,0,P I F,0,604000,604000
7979094010,R S ENTERPRISES INC,SAN ANTONIO,TX,78205,CAPITAL ONE NATL ASSOC,VA,721110,2004-10-22,2005,84,3,1,0,3,1,1,0,N,NA,2004-11-30,50000,0,P I F,0,50000,25000
2459225001,J K STRAUSS INC,INDIANAPOLIS,IN,46250,CAPITAL ONE NATL ASSOC,VA,323110,2007-05-16,2007,44,6,1,0,6,0,1,N,N,2010-12-13,2007-06-30,100000,0,CHGOFF,67094,100000,50000
7989814005,SPECIALIZED OCCUPATIONAL SOLUT,TUMWATER,WA,98501,BOEING EMPL CU,WA,541330,2004-10-25,2005,84,2,1,2,2,1,1,0,N,NA,2004-10-31,20000,0,P I F,0,20000,10000
5947373000,"SPIKES CLOTHING, INC.",POCAHONTAS,AR,72455,PINNACLE BANK,AR,448140,1993-09-17,1993,180,21,1,0,0,1,0,N,N,NA,1993-10-31,130000,0,P I F,0,130000,117000
4198454004,GALLATIN DENTAL GROUP,DOWNEY,CA,90241,CALIFORNIA STATEWIDE CERT. DEV,CA,621210,2001-01-11,2001,240,8,1,3,0,1,1,0,N,NA,2001-09-14,257000,0,P I F,0,257000,257000
3467604006,DE LUXE CLEANERS,SAN CARLOS,CA,94404,U.S. BANK NATIONAL ASSOCIATION,OH,812310,1999-12-13,2000,300,7,1,7,7,1,1,0,N,NA,2000-01-31,350000,0,P I F,0,350000,262500
2549296000,SHEPARD'S HEAVY EQUIPMENT REPA,HAVANA,FL,32333,BANCO POPULAR NORTH AMERICA,NY,611310,2006-11-28,2007,60,9,1,0,8,1,1,Y,N,2009-04-06,2007-02-28,387165,0,CHGOFF,146315,150000,75000
8843644004,HOFFMAN MEDIA GROUP INC,CHICAGO,IL,60640,"CITIBANK, N.A.",FL,541512,2005-05-06,2005,84,3,1,1,3,1,1,Y,N,NA,2005-06-30,50000,0,P I F,0,40000,20000
2954794009,BAKCO INC,HOUSTON,TX,77073,COMPASS BANK,AL,NA,1999-05-20,1999,240,20,1,0,20,1,0,0,N,NA,1999-07-31,693000,0,P I F,0,693000,519750
8251153010,"BRITISH AUTO BODY REPAIR, INC.",HOUSTON,TX,77469,WELLS FARGO BANK NATL ASSOC,SD,811121,1995-04-11,1995,300,3,1,0,0,1,0,0,N,NA,1995-07-31,100000,0,P I F,0,100000,70000
2149246008,CASA DE PIZZA,CARTHAGE,NY,13619,COMMUNITY BANK NATL ASSOC,NY,722211,2006-06-14,2006,136,16,2,0,0,1,2,N,N,2013-01-17,2006-11-30,175000,0,CHGOFF,112254,175000,131250
4250963006,"SOUTHERN PLANTATION FOODS, INC",SANFORD,FL,32773,FLORIDA BUS. DEVEL CORP,FL,422410,1990-09-18,1990,240,125,1,50,75,1,0,N,N,NA,1990-12-12,750000,0,P I F,0,750000,750000
8316724002,ILLUSION SALON & DAY SPA,"NASHVILLE",TN,37205,U.S. BANK NATIONAL ASSOCIATION,OH,812112,2004-12-17,2005,84,35,1,5,40,1,1,Y,N,NA,2004-12-31,25000,0,P I F,0,25000,12500
3229765009,Hawn's Lawn Service Inc.,Canton,OH,44708,THE HUNTINGTON NATIONAL BANK,OH,811411,2008-09-30,2008,73,0,1,0,0,0,1,Y,N,NA,2008-10-31,16000,0,P I F,0,5000,2500
6279373009,K & K CLEANERS,EVERETT,WA,98201,HERITAGE BANK,WA,812310,1994-03-01,1994,120,2,2,0,0,1,0,N,N,NA,1994-04-30,63000,0,P I F,0,63000,44100
2811995009,"MCCLINTOCK CABINETS, INC.",MENASHA,WI,54952,1ST NATL BK - FOX VALLEY,WI,238990,2007-11-14,2008,84,4,1,0,4,0,2,N,N,NA,2007-12-31,65000,0,P I F,0,65000,32500
3423895006,ERIN HENLEY PAINTING INC,NEWBERG,OR,97132,U.S. BANK NATIONAL ASSOCIATION,OH,238320,2009-05-15,2009,22,3,1,1,4,0,1,Y,N,2014-08-12,2009-05-31,67033,0,CHGOFF,12765,20000,10000
1903983006,NORTHSTAR SPORTSWEAR,SEATTLE,WA,98104,EVERGREEN BUSINESS CAPITAL,WA,NA,1984-05-25,1984,240,30,1,0,0,0,0,N,N,NA,1985-11-06,182000,0,P I F,0,182000,182000
5177364007,PENZOIL 10 MINUTES LUBE,SOUTH HOUSTON (RR NAME DUMONT),TX,77587,JPMORGAN CHASE BANK NATL ASSOC,NV,811191,2002-01-25,2002,288,1,1,15,0,1,1,0,N,NA,2002-03-31,386597,0,P I F,0,412859,309644
4863264007,PERMANENT ODOR REMOVAL OF BALT,WESTMINSTER,MD,21158,VALLEY NATIONAL BANK,NJ,235990,2001-08-27,2001,62,1,2,1,1,1,1,0,N,2004-09-03,2001-10-31,69991,0,CHGOFF,64787,76500,65025
3914074005,JARAMILLO PAINTING INC,ROY,UT,84067,BANK OF UTAH,UT,235210,2000-08-25,2000,72,4,1,0,4,1,1,Y,N,NA,2000-12-31,10813,0,P I F,0,10000,5000
7518044003,C-U PANCAKE HOUSE INC,CHAMPAIGN,IL,61821,"PNC BANK, NATIONAL ASSOCIATION",IL,722110,2004-06-14,2004,60,38,1,2,38,1,1,Y,N,NA,2004-07-31,74829,0,P I F,0,35000,17500
1871035000,Angelica's Seafood Restaurant,BETHLEHEM,NH,3574,MASCOMA SAVINGS BANK,VT,722110,2006-06-13,2006,159,5,2,0,5,0,2,N,N,2013-08-13,2006-06-30,300000,0,CHGOFF,70001,300000,150000
1539364007,MARBLEX CORPORATION,ANAHEIM,CA,92805,SOUTHLAND ECONOMIC DEVEL CORP,CA,NA,1997-09-10,1997,240,11,1,4,7,1,0,N,N,NA,1998-02-11,578000,0,P I F,0,578000,578000
5302685005,Alphahunter Corporation,EDISON,NJ,8820,JPMORGAN CHASE BANK NATL ASSOC,IL,541511,2012-07-09,2012,84,2,1,0,2,0,1,Y,N,NA,2013-06-01,87097,0,P I F,0,50000,25000
3724265009,Ronald D. Birnbaum CLU ChFC CA,Newton,MA,2458,CENTURY BANK AND TRUST COMPANY,MA,523930,2009-10-30,2010,48,1,1,0,1,0,1,Y,N,NA,2009-11-01,57893,0,P I F,0,25000,12500
6680644010,A1 AUTO,TEMECULA,CA,92590,CALIFORNIA BANK & TRUST,CA,811111,2003-09-12,2003,84,7,1,0,7,1,1,Y,N,NA,2003-11-30,59958,0,P I F,0,50000,25000
2789695005,JOYCE WALKER-BRUCE dba SWARTHM,SWARTHMORE,PA,19081,CITIZENS BANK OF PENNSYLVANIA,PA,453110,2007-11-01,2008,32,5,2,0,5,0,1,Y,N,2012-04-13,2007-11-30,32177,0,CHGOFF,10000,10000,5000
8386444007,OPEN AIRWAYS INC,CHESAPEAKE,VA,23322,BBCN BANK,CA,421450,2004-12-30,2005,11,2,2,0,2,1,2,0,N,2011-03-14,2005-01-31,11000,0,CHGOFF,3576,11000,9350
1662845000,"Carroll's Furniture, Inc",WAYZATA,MN,55391,U.S. BANK NATIONAL ASSOCIATION,OH,442110,2006-02-14,2006,17,10,1,0,10,0,1,Y,N,2012-02-08,2006-06-30,39733,0,CHGOFF,9463,20000,10000
2806844009,DQ OF LAMAR INC,LAMAR,PA,16848,MANUFACTURERS & TRADERS TR CO,NY,722110,1999-02-25,1999,60,20,2,0,20,21780,0,Y,N,NA,1999-05-31,44995,0,P I F,0,30000,15000
7249144010,DALEY ROOFING  LLC,PHOENIX,AZ,85034,BMO HARRIS BK NATL ASSOC,IL,238390,2004-03-09,2004,82,15,1,0,15,1,1,0,N,NA,2004-04-30,26900,0,P I F,0,26900,13450
4479233008,"LIERMAN AND ASSOCIATES, INC.",CHAMPAIGN,IL,61821,BUSEY BANK,IL,541810,1991-06-05,1991,83,13,1,0,0,1,0,N,N,NA,1991-07-31,86000,0,P I F,0,86000,73100
6524764009,BROWN CAR WASH,DANVILLE,IL,61834,OLD NATIONAL BANK,IL,811192,2003-07-24,2003,120,2,2,0,0,1,2,N,N,NA,2004-02-24,360000,0,P I F,0,360000,270000
2345205008,Karl Jones Trucking,FORT MOHAVE,AZ,86426,BANK OF AMERICA NATL ASSOC,NC,484110,2007-03-21,2007,62,1,1,0,1,0,1,N,N,2009-04-20,2007-04-30,18300,0,CHGOFF,12504,12600,6300
2953266004,RON JORDAN CONCRETE PUMPING IN,MORRO BAY,CA,93442,COAST NATIONAL BANK,CA,238110,2007-08-21,2007,12,4,1,0,4,1,2,Y,N,NA,2007-09-30,90000,0,P I F,0,75000,37500
5574865004,ASHTON OKESTER,PAYSON,UT,84651,ZIONS FIRST NATIONAL BANK,UT,811111,2012-11-21,2013,240,1,1,2,0,0,1,N,N,NA,2012-11-21,110000,0,P I F,0,110000,93500
8161003007,WORLD TEAM PARTNERSHIP,KILL DEVIL HILLS,NC,27948,SELF-HELP VENTURES FUND,NC,NA,1995-03-10,1995,240,7,1,0,7,1,0,,N,NA,1995-08-16,110000,0,P I F,0,110000,110000
7858243004,CASCO BAY COUNSELING SERVICE,PORTLAND,ME,4101,"TD BANK, NATIONAL ASSOCIATION",DE,NA,1994-12-01,1995,240,1,1,0,0,1,0,N,Y,NA,1995-01-31,55000,0,P I F,0,61000,54900
2989006009,TEXAS H & M INC,DALLAS,TX,75219,EAST WEST BANK,TX,445120,2007-09-18,2007,44,3,1,2,3,1,1,0,N,2012-01-18,2007-10-31,189000,0,CHGOFF,116276,189000,141750
1536204010,PLUNDEROSA ANTIQUES,LOXLEY,AL,36551,WHITNEY BANK,AL,NA,1997-09-09,1997,180,5,2,0,0,1,0,N,N,NA,1999-11-30,850000,0,P I F,0,850000,637500
5762483002,AKSALA ELECT & KODIAK RADIO,KODIAK,AK,99615,FIRST NATIONAL BANK ALASKA,AK,421690,1993-07-08,1993,120,5,1,0,0,1,0,N,N,NA,1993-07-31,76500,0,P I F,0,76500,65025
2117345002,"Lehigh Valley Broadcasting, In",Allentown,PA,18103,UNITY BANK,NJ,515112,2006-11-09,2007,84,3,1,0,3,0,1,Y,N,NA,2007-03-31,245958,0,P I F,0,100000,50000
6219254002,APA SERVICES,FORT WORTH,TX,76116,"BANK OF TEXAS, A DIVISION OF",TX,561330,2003-04-02,2003,60,125,1,35,125,1,1,0,N,NA,2003-05-31,100000,0,P I F,0,100000,50000
3210036009,BURNHAM POULTRY FARM,LENA,MS,39094,FIRST FINANCIAL BANK,AR,112320,2008-03-31,2008,180,2,2,0,2,1,2,0,N,NA,2008-04-30,160000,0,P I F,0,160000,120000
2258235008,Diamond Cuts,HARVEY,LA,70058,BBCN BANK,CA,339999,2007-02-05,2007,46,2,1,1,1,0,1,N,N,2010-07-07,2007-03-31,5000,0,CHGOFF,3412,5000,4250
4344854005,HILA ROBBINS DMD INC A CALIFOR,LOS ANGELES,CA,90067,BANK OF AMERICA NATL ASSOC,NC,621210,2001-03-01,2001,84,3,2,2,3,1,1,Y,N,NA,2001-03-31,20000,0,P I F,0,20000,10000
5754394006,MANZANITA INN,CORNVILLE,AZ,86325,CALIFORNIA BANK & TRUST,CA,722110,2002-10-02,2003,276,10,1,2,12,1,1,0,N,NA,2002-10-31,190000,0,P I F,0,190000,142500
5846263003,"BLUE MOUNTAIN SEED, INC.",WALLA WALLA,WA,99362,WELLS FARGO BANK NATL ASSOC,SD,NA,1993-08-11,1993,204,14,1,0,0,1,0,N,N,NA,1994-01-31,205000,0,P I F,0,205000,164000
3024854001,WALPOLE REDEMPTION CENTER,WALPOLE,MA,2081,SANTANDER BANK NATL ASSOC,MA,NA,1999-06-22,1999,48,2,1,0,2,1,1,Y,N,NA,1999-07-31,15400,0,P I F,0,10000,5000
5984214004,BELLA CLEANERS,BELLEVUE,WA,98004,BANK OF AMERICA NATL ASSOC,NC,812320,2002-12-31,2003,84,7,2,0,7,1,1,N,N,NA,2003-01-31,10000,0,P I F,0,10000,5000
9702593007,TRINITY TRAVEL,BOSTON,MA,2110,SANTANDER BANK NATL ASSOC,MA,561510,1996-10-28,1997,60,3,1,0,0,1,0,N,Y,NA,1997-06-30,50000,0,P I F,0,50000,40000
9383823006,THE WARDROBE,YREKA,CA,96097,U.S. BANK NATIONAL ASSOCIATION,OH,448120,1996-07-03,1996,60,2,2,0,0,1,0,N,Y,NA,1998-01-31,100000,0,P I F,0,100000,80000
2908705010,Universal Concrete Inc.,LAS VEGAS,NV,89115,BANK OF AMERICA NATL ASSOC,NC,238110,2008-01-16,2008,60,25,1,0,25,0,1,N,N,NA,2008-01-31,25000,0,P I F,0,25000,12500
8796894005,HORSE SHOE BAR AND GRILL,BEJOU,MN,56516,FIRST NATL BK MAHNOMEN TWIN VA,MN,722110,2005-04-18,2005,135,5,1,5,2,1,2,0,N,2009-10-02,2005-05-31,140000,0,CHGOFF,63658,140000,70000
3497464002,ACE HIGH ROOFING AND CONSTRUCT,LODI,CA,95240,COMMUNITY W. BANK NATL ASSOC,CA,235610,1999-12-27,2000,288,3,1,3,3,1,1,0,N,NA,2000-01-31,160000,0,P I F,0,160000,120000
2749824006,HAPPY TOTS DAY CARE,ELLENWOOD,GA,30048,GULF COAST BK & TR CO,LA,624410,1999-01-29,1999,240,5,1,3,5,1,0,0,N,NA,1999-05-31,20000,0,P I F,0,20000,15000
3633866002,RHONDEW CONCEPTS,NEW CONCORD,OH,43762,CENTURY NATL BANK A DIVISION O,OH,524292,2008-12-22,2009,60,1,2,0,1,1,2,0,N,NA,2009-02-28,33350,0,P I F,0,33350,28347
7610864005,JUST YOUR PACE LLC,BRIDGEWATER,NJ,8807,VALLEY NATIONAL BANK,NJ,448210,2004-07-14,2004,108,2,2,0,2,1,2,0,N,NA,2004-10-31,85500,0,P I F,0,85500,72675
8071414004,TOM'S COLLISION REPAIR,BURLINGTON (TOWN OF),MA,1864,CITIZENS BANK NATL ASSOC,RI,811111,2004-11-08,2005,168,4,1,0,4,1,1,T,N,NA,2004-11-30,120544,0,P I F,0,50000,25000
5536914009,YUNICE DESIGN INC,NEW YORK,NY,10001,BANK OF AMERICA NATL ASSOC,RI,421940,2002-07-17,2002,3,2,1,0,2,1,1,Y,N,2006-11-22,2002-08-31,103437,0,CHGOFF,57967,100000,50000
3090895007,"INTERIOR GYPSUM MATERIALS, LLC",LEES SUMMIT,MO,64086,U.S. BANK NATIONAL ASSOCIATION,OH,423390,2008-05-14,2008,42,7,1,0,7,0,1,Y,N,2012-01-09,2008-05-31,119152,0,CHGOFF,37179,50000,25000
9988043000,BROCK'S CHEVRON,HANFORD,CA,93230,COMMUNITY W. BANK NATL ASSOC,CA,NA,1997-02-25,1997,300,14,1,0,0,1,0,0,N,NA,1997-06-30,681000,0,P I F,0,681000,510750
2404465006,"IP Choe, LLC.",Sylvania,OH,43560,THE HUNTINGTON NATIONAL BANK,OH,722110,2007-04-19,2007,27,1,2,10,11,0,1,N,N,2010-03-13,2007-04-30,40000,0,CHGOFF,31629,40000,20000
8357523001,"SHAN K. THEVER, PROF. CORP.",LOS ANGELES,CA,90012,BANK OF AMERICA CALIFORNIA N.A,CA,541110,1995-05-22,1995,60,3,1,0,0,1,0,N,Y,NA,1995-10-31,100000,0,P I F,0,100000,90000
3307803001,"JEZ MIDWEST MACHINE & ENGINES,",BISMARCK,ND,58504,U.S. BANK NATIONAL ASSOCIATION,OH,NA,1988-09-29,1988,106,7,1,0,0,0,0,N,N,1990-05-03,1988-10-31,125000,0,CHGOFF,34604,125000,106250
1121655010,"James A. Morgan, D.D.S, P.C.",PROVO,UT,84604,ZIONS FIRST NATIONAL BANK,UT,621210,2004-12-07,2005,84,6,1,0,0,1,1,N,N,NA,2004-12-31,75000,0,P I F,0,75000,37500
6562504002,ALTERED STATES FINISHING,NEW YORK,NY,11205,BANK OF AMERICA NATL ASSOC,NC,811420,2003-08-06,2003,75,1,1,0,1,1,1,Y,N,NA,2004-04-30,112990,0,P I F,0,42000,21000
1509735006,Papa Fox Hauling,Prichard,AL,36610,"BUSINESS LOAN CENTER, LLC",FL,562111,2005-10-21,2006,18,1,2,0,1,0,1,N,N,2011-07-18,2005-11-30,25000,0,CHGOFF,8336,25000,21250
2144614010,DANNICKS AUTO REPAIR,SUNNYVALE,CA,94086,BANK OF AMERICA CALIFORNIA N.A,CA,811111,1998-06-18,1998,60,3,1,0,0,1,0,0,N,NA,1998-08-31,72000,0,P I F,0,72000,57600
3965795005,"CANNON CONSTRUCTION, INC.",MILTON,WA,98354,AMERICANWEST BANK,WA,212231,2010-03-15,2010,84,60,1,0,60,0,1,N,N,NA,2010-04-01,1666000,0,P I F,0,1666000,1499400
1403185009,"Captain's II, LLC",North Freedom,WI,53951,ASSOCIATED BANK NATL ASSOC,WI,722110,2005-08-05,2005,240,3,1,0,3,0,2,N,N,NA,2005-09-30,123800,0,P I F,0,123800,61900
5443315003,Day's Landscaping Inc.,Surfside Beach,SC,29587,WELLS FARGO BANK NATL ASSOC,SD,561730,2012-09-26,2012,17,5,2,0,5,0,1,N,N,2014-06-27,2012-11-01,15000,0,CHGOFF,15000,25000,12500
9034714006,HEAD OVER HEELS LLC,WEST VALLEY CITY,UT,84119,WELLS FARGO BANK NATL ASSOC,SD,448210,2005-08-10,2005,84,3,1,3,6,1,1,Y,N,NA,2005-11-30,99699,0,P I F,0,30000,15000
1765966000,OOBA LLC,CHICAGO,IL,60633,JPMORGAN CHASE BANK NATL ASSOC,IL,337122,2006-04-14,2006,66,3,2,4,3,1,1,0,N,NA,2006-06-30,257800,0,P I F,0,257800,193350
2763555000,"Tomodachi, Inc., dba Kappo Kam",WILMETTE,IL,60091,BANK OF AMERICA NATL ASSOC,NC,722110,2007-10-17,2008,62,10,1,0,10,0,1,N,N,2009-10-16,2007-10-31,68450,0,CHGOFF,34450,35000,17500
8167524007,DISCHER ARCHITECTURAL MILLWORK,OSHKOSH,WI,54903,ASSOCIATED BANK NATL ASSOC,WI,337212,2004-11-23,2005,84,23,1,2,23,1,1,0,N,NA,2004-12-31,300000,0,P I F,0,300000,150000
6624933002,"PARAGON CONSTRUCTION, INC.",NORTH HAVERHILL,NH,3774,MERCHANTS BANK,VT,NA,1994-04-18,1994,60,30,1,0,0,1,0,N,N,NA,1994-07-31,300000,0,P I F,0,300000,240000
6518014000,CAFFE KITA LLC,SHEBOYGAN,WI,53081,BANK FIRST NATIONAL,WI,722211,2003-07-23,2003,119,1,2,9,1,1,1,0,N,NA,2003-11-30,80000,0,P I F,0,80000,68000
4967513008,JOE SISTRUNK FARM,MONTICELLO,MS,39654,REGIONS BANK,MS,112320,1992-08-11,1992,180,1,2,0,0,1,0,N,N,NA,1993-07-31,340000,0,P I F,0,340000,287980
3810384010,"M.P.T. OF PANAMA CITY, INC.",PANAMA CITY,FL,32401,TRUSTMARK NATIONAL BANK,FL,NA,2000-06-26,2000,84,3,2,0,0,1,1,0,Y,NA,2000-07-31,24412,0,P I F,0,25000,20000
6396514009,ASCENT APPRAISAL INC,LAS VEGAS,NV,89110,U.S. BANK NATIONAL ASSOCIATION,OH,541350,2003-06-11,2003,84,2,1,0,2,1,1,Y,N,NA,2003-07-31,13575,0,P I F,0,10000,5000
5611303008,GOLD PURE FOOD PRODUCTS CO.,HEMPSTEAD,NY,11550,LONG ISLAND DEVEL CORP,NY,311823,1993-03-29,1993,240,69,1,30,39,1,0,N,N,NA,1994-03-16,1000000,0,P I F,0,1000000,1000000
2354915000,Vascular Interventions and Ven,Myafield Village,OH,44143,"PNC BANK, NATIONAL ASSOCIATION",OH,621111,2007-03-26,2007,84,3,2,1,3,0,1,N,N,NA,2007-05-31,315000,0,P I F,0,315000,236250
5969373001,BISHER FREIGHT SERVICE,RAMONA,CA,92065,WELLS FARGO BANK NATL ASSOC,SD,NA,1993-09-28,1993,120,7,1,0,0,1,0,N,N,NA,1993-10-31,63926,0,P I F,0,64000,44800
4120995009,Snowcape Properties LLC,ENOSBURG FALLS,VT,5450,PEOPLES TR CO OF ST. ALBANS,VT,531190,2010-06-03,2010,36,1,1,1,2,0,2,N,N,NA,2010-06-03,9100,0,P I F,0,9100,4550
7670934004,AMERICAN RESIDENTIAL FUNDING C,MELVILLE,NY,11747,"CITIBANK, N.A.",NY,541618,2004-08-05,2004,72,1,1,0,1,1,1,Y,N,NA,2004-09-30,17524,0,P I F,0,10000,5000
8794344000,MCCLURE LANDSCAPING INC,NORTH LITTLE ROCK,AR,72117,BBCN BANK,CA,561730,2005-04-15,2005,15,4,1,4,4,1,1,0,N,2011-02-23,2005-04-30,5000,0,CHGOFF,1787,5000,4250
2163675008,International Culinary Consult,FORT LAUDERDALE,FL,33316,BANK OF AMERICA NATL ASSOC,NC,561990,2006-12-07,2007,84,2,1,0,2,0,1,Y,N,NA,2006-12-31,30000,0,P I F,0,12000,6000
3281635002,"Veterinary Care of Cuba, PC",Cuba,NY,14727,MANUFACTURERS & TRADERS TR CO,NY,541940,2008-12-10,2009,60,1,2,6,7,0,1,N,N,NA,2008-12-31,75000,0,P I F,0,75000,37500
3190734006,THE CIGAR SHOPPE,EASTON,PA,18042,BANK OF AMERICA NATL ASSOC,PA,453991,1999-09-21,1999,84,4,1,0,4,1,1,0,N,NA,1999-11-30,95000,0,P I F,0,95000,76000
1439724000,CORAM DEO,ARLINGTON,TX,76010,FROST BANK,TX,NA,1997-07-25,1997,119,6,2,0,0,1,0,N,Y,NA,1997-08-31,75000,0,P I F,0,75000,60000
3229714009,James B Doty,AURORA,MO,65606,FIRST INDEPENDENT BANK,MO,NA,1999-10-05,2000,96,2,2,0,0,1,1,0,Y,NA,1999-10-31,50000,0,P I F,0,50000,40000
3517715010,SANDOR'S CO.,HOUSTON,TX,77015,BBCN BANK,CA,722310,2009-07-15,2009,54,2,1,1,2,0,1,N,N,2012-04-13,2009-07-31,20000,0,CHGOFF,15110,20000,18000
4408063008,TRI-VALLEY WHOLESALE FLORISTS,DANVILLE,CA,94526,BANK OF THE WEST,CA,453110,1991-03-19,1991,300,20,2,0,0,1,0,N,N,NA,1991-04-30,600000,0,P I F,0,600000,480000
2340565001,"Greta Medical Services, Inc.",HIALEAH,FL,33010,BANK OF AMERICA NATL ASSOC,NC,561990,2007-03-20,2007,47,4,1,2,6,0,1,N,N,2010-06-02,2007-03-31,87000,0,CHGOFF,87000,87000,43500
4367404002,PAPA MURPHY'S TAKE AND BAKE,FITCHBURY,WI,53562,ASSOCIATED BANK NATL ASSOC,WI,722110,2001-03-13,2001,84,28,1,0,0,61901,2,0,Y,NA,2001-06-30,133000,0,P I F,0,133000,113050
3515463000,BYLES AUTO PARTS INC,ASHLAND,KY,41101,"COMMUNITY TRUST BANK, INC.",KY,NA,1989-08-29,1989,120,18,1,0,0,56925,0,N,N,NA,1989-10-31,445000,0,P I F,0,445000,378250
7908623010,"TOP QUALITY, INC.",KENILWORTH,NJ,7033,WELLS FARGO BANK NATL ASSOC,SD,NA,1994-12-14,1995,300,2,1,0,0,1,0,N,0,NA,1995-01-31,290000,0,P I F,0,290000,203000
2396095001,"TEEHAN ELECTRIC, INC.",BILLERICA,MA,1821,CAPITAL ONE NATL ASSOC,VA,238210,2007-04-16,2007,69,2,1,1,2,0,1,N,N,2008-10-08,2007-05-31,75000,0,CHGOFF,68081,75000,37500
6255914007,ISLAND PARADISE,EMMETSBURG,IA,50536,IOWA TRUST & SAVINGS BANK,IA,311111,2003-04-17,2003,60,1,1,0,0,1,1,0,Y,NA,2003-07-31,14600,0,P I F,0,14600,12410
1652175007,Louie Heavy Industries Inc,OZONE PARK,NY,11416,HSBC BK USA NATL ASSOC,NY,311812,2006-02-08,2006,84,24,2,3,24,0,1,N,N,NA,2006-02-28,100000,0,P I F,0,100000,50000
5411324005,HAMPTON INN,LOS ALAMOS,NM,87544,ENCHANTMENT LAND CERT. DEVEL C,NM,721110,2002-05-21,2002,240,12,2,12,0,36680,2,N,N,NA,2003-05-14,1163000,0,P I F,0,1163000,1163000
5904034010,CALIFORNIA REDWOODS,SAN BERNARDINO,CA,92408,COMMUNITY BANK,CA,321999,2002-11-27,2003,120,80,1,5,80,1,1,0,N,NA,2002-12-31,300000,0,P I F,0,300000,225000
1761455007,"RANDY'S CUT & TRIM LAWN CARE,",MEBANE,NC,27302,CAPITAL ONE NATL ASSOC,VA,561730,2006-04-12,2006,84,4,1,2,4,0,1,N,N,NA,2006-04-30,35000,0,P I F,0,35000,17500
6096344004,HITES AMERICANA AND COLLECTIBL,SPRINGFIELD,MO,65806,LIBERTY BANK,MO,454390,2003-02-12,2003,65,1,2,0,0,1,1,N,Y,2006-07-31,2003-03-31,50000,0,CHGOFF,46711,50000,42500
1497505009,K & M VENTURES INC.,INDIANAPOLIS,IN,46236,CITIZENS BANK NATL ASSOC,RI,443120,2005-10-13,2006,84,7,2,0,7,0,1,Y,N,NA,2006-02-28,25000,0,P I F,0,25000,12500
7935354003,PALACE FURNITURE,HOUSTON,TX,77033,BBCN BANK,CA,453998,2004-10-14,2005,30,1,1,2,1,1,1,0,N,2009-06-15,2004-10-31,5000,0,CHGOFF,2774,5000,4250
2920684002,VIPER TECHNOLOGIES INC,ERATH,LA,70533,GULF COAST BANK,LA,NA,1999-04-30,1999,84,2,2,2,0,1,0,0,N,NA,1999-06-30,12000,0,P I F,0,12000,9600
1002464002,LIFE RAFT AND SURVIVAL EQUIPME,PORTSMOUTH,RI,2871,CITIZENS BANK NATL ASSOC,RI,NA,1997-02-28,1997,12,7,1,0,0,1,0,T,N,NA,1997-06-30,50000,0,P I F,0,50000,25000
1162725003,"THE IRWIN GROUP, LLC",SCHERERVILLE,IN,46375,CAPITAL ONE NATL ASSOC,VA,541613,2005-01-21,2005,84,2,1,0,2,1,1,N,N,2012-03-30,2005-02-28,25000,0,CHGOFF,2806,25000,12500
2601666002,HEATHER CREEK FOODS LLC,NORTH JACKSON,OH,44451,MAHONING VALLEY ECONOMIC DEVEL,OH,311412,2006-12-27,2007,240,2,1,6,0,1,2,0,N,NA,2007-07-11,297000,0,P I F,0,297000,297000
9844623009,"JIM D. MC CASKILL, D.D.S., INC",NORMAN,OK,73069,BANCFIRST,OK,621210,1996-12-16,1997,180,2,1,0,0,1,0,N,N,NA,1997-02-28,200000,0,P I F,0,200000,150000
9661253002,FORT MILL ACADEMY,FORT MILL,SC,29715,BUSINESS DEVEL CORP OF SO. CAR,SC,624410,1996-10-16,1997,25,11,1,0,0,1,0,0,N,2011-03-14,1997-03-31,345000,0,CHGOFF,245463,345000,258750
